ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.4484,220.2617,18187.1031,5.2122,,308.7767,14.1334,80.5529,2.9011,1
8.8235,241.6438,10765.2212,6.307,344.0385,432.1972,20.5183,,4.0395,0
5.2253,179.2111,25713.9474,7.7311,326.1061,355.8274,13.9225,64.9805,4.3492,0
6.9838,162.031,14043.3104,8.1998,,390.3805,15.3177,61.1613,6.0803,0
9.1752,207.911,37988.921,6.057,319.2204,560.6548,17.8792,78.0396,3.6106,0
7.2599,238.2976,18414.2601,2.9942,,384.3627,15.5224,48.1555,3.9144,0
6.3177,160.0115,17575.4056,7.486,289.1173,544.7728,11.8972,64.0754,2.802,1
5.7415,170.473,15444.3212,6.795,,402.1029,17.9142,74.1467,3.6989,0
,234.8247,26812.8325,9.3243,303.9832,419.7993,13.6548,66.2313,4.6041,1
6.885,203.0843,24637.8345,5.5362,,490.6228,14.3815,71.7227,3.3493,1
8.0084,169.2737,13255.6468,7.8727,296.1264,467.4782,15.6854,95.6229,5.1853,0
,196.5322,320.0,4.8186,364.4163,297.2466,11.8339,83.2629,4.6373,0
8.6633,212.2356,18560.6311,7.5997,370.9821,457.1909,14.6319,42.1388,4.3944,0
6.4867,230.2736,14321.9079,6.5645,336.6588,366.4074,15.9081,88.9924,2.8782,1
8.0246,206.1574,21700.1481,7.4815,299.4506,397.0245,20.5689,83.3302,3.7518,0
6.018,195.967,13986.1762,7.025,310.8144,448.0208,13.0906,49.2745,4.4315,0
5.172,140.9892,24321.041,6.8519,333.492,378.1227,13.705,65.1536,3.2868,0
6.2465,214.1807,11623.3471,9.5952,368.5669,262.3727,17.9884,60.0178,4.6089,0
,213.2751,23932.8324,8.9799,305.5274,419.4287,14.3603,80.6375,3.4678,0
6.5292,203.1401,19625.3536,7.1448,285.0082,408.6898,12.7686,54.1187,4.2987,1
8.0324,197.0099,30054.6068,5.6768,,369.2969,15.4942,63.8435,3.6616,1
8.6658,200.4108,20444.3913,5.8443,325.2099,330.2724,11.5947,81.7921,5.0587,1
7.3793,227.8529,27205.4215,8.8099,346.7879,411.0233,13.0328,56.7456,2.9779,1
,184.0928,19074.347,7.1995,384.8783,424.4946,13.9517,59.4285,4.1892,1
6.4166,156.5088,19898.7236,5.9916,255.2238,391.9293,12.2664,84.4027,3.4166,1
7.9506,226.0548,15673.8071,6.0749,305.1835,504.2093,12.7563,57.0156,4.1841,1
8.7503,183.8566,10360.6856,9.2846,335.6442,408.091,18.7673,115.2844,4.4499,0
6.6051,187.0002,23320.133,7.3279,279.3937,431.4767,8.029,,2.4532,1
6.8955,210.5082,21493.9632,5.7514,308.0846,307.1251,13.9501,36.2291,4.4651,1
,187.9423,35464.615,9.5192,263.4994,399.6562,13.3768,82.7746,4.8168,0
7.384,193.9823,25778.7197,7.7283,,605.8679,18.1354,68.4696,4.1834,0
8.4866,159.3879,37973.7498,4.9426,365.0972,268.7558,15.3622,74.1397,3.406,0
,239.2869,38729.8235,5.1617,397.7547,490.0007,16.1109,79.3985,4.3962,0
,152.0819,24137.775,7.6228,305.1648,440.9756,17.7676,98.6951,4.228,1
6.2705,239.6885,12932.9348,5.9635,326.627,412.8409,16.7854,85.8825,4.3939,0
3.658,154.4844,19862.9793,6.4397,381.2778,412.8401,10.8265,55.2688,4.1729,0
7.5411,172.7434,30773.5715,9.9908,,430.9825,11.7536,85.2395,3.2406,1
6.9484,182.2803,21392.1596,10.2291,354.896,298.319,14.9717,71.1904,4.1882,0
7.6229,225.0865,31492.619,9.9874,354.8082,546.2381,17.4453,48.1351,1.9098,0
5.0719,202.7601,18714.0641,7.894,323.5003,453.5556,13.6526,57.7501,3.9587,0
10.2216,180.9382,22785.2271,7.5738,293.7633,529.2092,13.3035,97.9224,3.7741,0
,155.0264,30051.2016,5.3662,,463.0672,15.9897,55.9695,3.419,1
6.5757,229.0475,27735.0229,5.298,362.6078,480.1459,18.9004,81.8246,3.9636,0
,197.2293,24896.2665,7.3226,331.9079,482.7049,14.7821,64.1204,3.5177,0
8.0389,209.9339,24181.9206,7.4038,361.3304,442.9428,17.4734,76.1106,3.335,1
8.3043,189.9228,27041.3516,8.6767,359.2803,552.825,19.0047,49.2374,3.2218,0
,179.5054,21293.4266,8.4661,343.4239,451.5809,17.1663,62.4564,2.9775,0
4.0347,217.9955,30737.0204,7.9237,353.577,447.7637,15.6943,37.6585,2.7106,0
9.5339,205.8589,16917.5568,8.1561,,371.6096,16.4857,96.451,4.1121,0
6.5695,233.748,48471.3112,7.5819,310.583,406.497,14.4483,71.9555,3.22,0
7.4997,202.6119,24057.9167,9.2507,350.8898,522.5431,23.2055,,5.0703,0
8.4365,149.5883,14740.2372,5.4477,314.6729,385.1293,13.5166,62.704,4.0033,0
6.0329,221.4394,7897.232,10.3171,,491.1413,12.4958,77.1333,3.6926,0
7.5473,197.8879,14116.4989,8.1223,329.7067,427.4754,14.1342,62.2341,3.8517,1
8.2014,188.5473,25485.9806,5.06,286.4402,303.9378,13.7382,46.0054,3.8933,1
7.0185,93.9308,17744.0226,7.6251,372.7739,485.8992,13.2817,43.0922,3.5608,1
,167.7301,32158.0745,9.908,,425.7224,20.3907,74.8045,3.2097,0
4.7193,201.6747,18961.9115,6.2251,324.5094,418.1571,18.8384,77.8347,3.6129,0
5.3276,175.4844,12848.4905,8.0245,352.5219,510.636,11.255,25.1084,5.186,0
5.3892,204.5609,19207.8664,7.0762,316.2712,450.906,14.3392,54.4248,4.5935,0
7.6255,215.8953,17220.8434,9.5074,,339.6002,14.2992,55.7848,4.5148,0
12.582,195.6616,20234.7722,7.5564,302.1127,447.6936,6.6745,65.0001,5.11,0
7.4664,165.299,11884.8608,6.2104,,371.2101,13.1964,77.0265,4.7735,1
6.8626,210.3969,20695.0162,7.9085,,356.1324,14.9305,84.241,3.4027,1
6.9852,208.1762,5446.1659,7.9459,338.9632,556.2885,14.9327,57.8932,4.8036,0
8.5254,188.0593,23117.7589,7.3613,305.7835,247.7665,12.4974,49.9724,4.2072,1
8.1294,133.7499,20751.672,6.3193,320.2961,387.2127,16.1434,53.1444,3.6729,0
5.3942,155.3689,20557.6412,4.9648,354.1914,382.3449,6.6142,88.6683,5.1792,0
,222.4482,14799.4642,7.1261,,488.712,12.1929,63.5239,4.0641,0
,187.5415,21436.5336,4.6285,320.8513,518.6817,19.9163,80.2297,2.6637,0
,136.9192,23671.0153,5.8228,409.1992,365.3115,10.8566,72.9227,4.3817,1
4.1415,190.0185,6675.6467,7.305,296.0753,212.3891,13.2061,101.4991,2.8085,0
4.7946,197.4995,30493.9652,8.8799,311.1645,574.8215,21.0863,40.7015,3.3403,0
7.9574,217.0414,20593.8377,8.5917,285.4299,358.0189,12.8354,59.545,3.3592,1
4.433,210.2583,26189.9316,4.4173,258.778,403.3495,11.3665,58.0034,4.5296,0
7.653,208.3798,35305.7977,8.7185,,397.8209,18.9725,,4.8613,0
7.5771,170.534,11116.4896,3.9119,344.6564,396.1089,17.5325,62.0053,3.9325,0
,140.6539,13236.0296,7.5218,299.1048,437.1133,19.3068,77.0507,2.7767,1
7.6026,175.5147,13536.1892,7.3408,284.4203,347.644,14.7576,27.7116,3.5729,1
7.4703,240.9695,22339.9187,8.5795,353.6912,469.5118,14.6416,61.3533,3.3261,1
7.7377,145.9068,13162.4825,7.4594,301.1127,488.3896,7.9105,82.0813,3.8786,1
6.4828,225.2233,14367.768,8.8464,403.6284,364.8641,13.1314,82.3825,3.7925,1
7.0478,146.2685,37286.8292,6.2313,389.2628,356.8934,19.3342,59.0664,4.3996,1
11.3862,152.7522,19816.3016,7.0003,350.1603,514.1425,16.9907,50.4618,4.5484,0
8.7512,199.0625,25613.1806,8.5672,323.7848,539.402,13.0438,58.1569,4.2092,0
7.9799,168.66,30866.1684,6.3503,356.0841,474.7253,13.2739,63.2654,4.0642,0
7.6567,187.5158,34850.2052,6.3283,,492.4481,20.8761,93.4819,2.723,1
6.0105,157.4937,9502.9901,7.2986,,262.4327,15.4291,57.4765,5.0861,0
7.4134,199.8115,25470.4117,4.7509,394.3047,446.0884,14.2184,74.1195,3.389,1
,223.5862,28816.5814,6.8163,270.8477,440.2093,17.0613,85.9106,2.881,1
8.4707,147.2198,31868.2514,5.5773,318.86,419.9834,16.3047,61.5916,3.3367,0
5.7348,213.3678,16223.3904,9.5036,364.3342,498.9739,13.5223,48.1352,2.3746,0
3.6063,207.7655,18318.4245,9.1696,333.5066,510.8838,9.0919,57.8211,4.5089,0
6.2562,221.2662,23757.2746,8.2991,318.8221,426.8312,17.9786,68.9122,3.71,0
8.1042,120.3097,22525.2979,10.6418,389.1983,408.5085,14.6261,,4.9186,0
10.6945,224.8771,19259.4303,7.519,344.5707,547.4737,9.2957,60.2363,4.8526,0
8.5873,157.2115,16731.76,6.6119,,390.0866,21.7499,81.4864,5.297,0
5.6415,186.9685,21024.4149,7.7319,,379.3477,17.6102,44.921,3.0392,0
6.758,180.5755,19597.4318,7.6824,,501.5716,10.4994,58.7024,4.125,1
5.6821,161.6454,24276.5549,6.7461,283.7672,416.4661,16.5895,63.6894,4.4209,0
,166.683,16602.5648,7.7624,,566.8187,12.4768,65.6702,3.7915,1
5.761,171.1277,13116.8662,5.2906,,561.4015,13.4066,50.3824,4.3929,0
4.6633,200.7212,18084.3625,5.6518,,507.1843,12.7782,67.802,4.1442,0
7.7335,219.0462,20213.4266,7.6286,374.2668,446.3077,13.7888,63.363,3.4599,1
7.3676,185.2695,31430.9673,5.2511,,439.0751,13.2316,58.7598,3.9613,1
6.829,220.8639,18610.7575,8.9443,379.1261,398.0968,22.6554,67.3724,4.0341,0
7.589,199.9695,3631.321,7.8656,305.6279,603.4952,19.4227,75.7032,2.2654,0
10.069,232.772,41437.5551,6.2416,279.1639,451.3437,8.7841,77.1672,4.1861,0
7.2521,151.3831,32738.0752,8.9398,343.6732,465.8927,17.975,61.3068,3.0765,1
6.5237,199.7563,27306.99,7.5692,347.7661,450.5511,13.5346,,3.2371,1
8.3533,193.5391,26347.8142,9.8001,310.2784,431.0936,12.5736,107.144,4.0743,0
,199.4083,22491.2889,6.8686,337.0471,325.2529,12.9403,80.0295,3.9341,0
8.1878,206.4803,37583.0998,6.3472,349.7323,467.3876,16.9955,91.1984,4.9213,0
5.9414,221.4711,11436.188,7.8853,352.446,510.8263,10.7012,59.1068,4.1707,1
5.8795,199.6842,28767.546,5.5704,,340.665,17.7732,83.5646,2.4891,0
7.2416,211.9812,28856.6478,8.8148,306.8527,267.7056,14.5539,79.6145,3.6775,1
9.5384,185.534,43150.2755,7.783,451.5003,387.0666,19.6554,52.1124,4.1931,0
5.9842,190.072,21428.686,2.0699,,415.7759,14.9202,66.1638,3.1087,0
8.4802,174.249,35741.901,7.1297,,473.5906,17.9397,62.9841,4.5904,0
7.6354,230.1932,26064.3543,7.4865,348.3568,371.7391,4.2512,60.8107,3.7033,0
5.0354,220.6376,13483.5114,5.2335,,459.5642,14.6839,52.9838,4.2456,0
8.4269,236.9727,12488.8846,6.6826,361.2503,356.8077,14.8606,,3.0636,1
5.8655,179.5632,32844.5097,6.6376,,272.5632,11.5554,67.1726,3.9079,1
,189.0611,11805.2803,4.0305,320.8511,517.1267,16.8244,,3.923,0
5.9166,275.9708,19684.578,7.5722,352.7287,425.7824,20.6062,40.3417,4.4102,0
6.0112,230.1965,37070.5707,7.0723,,383.8933,10.3459,78.212,5.2191,0
,147.3035,13872.491,6.0791,384.8958,366.4179,10.3351,56.6395,2.7769,1
6.0041,219.023,27315.6734,6.499,340.7732,476.4605,16.6079,83.0637,4.8573,0
,206.2326,39488.4174,7.2211,,318.7002,13.248,69.0967,4.2707,0
,183.7067,35956.4642,8.8648,416.4579,442.7324,20.5237,,5.0127,0
6.0237,185.7517,29311.2159,7.8693,292.3215,523.3394,15.1758,49.0602,4.6145,1
5.8533,166.9906,15850.6102,6.7411,335.36,392.5441,17.9114,63.3105,4.4271,0
7.4149,177.5916,38423.1754,6.5785,,487.2285,9.5022,33.754,4.8597,1
4.0964,169.5474,26783.1488,6.3633,,546.3988,15.0898,62.0597,3.5741,0
3.8802,156.5601,22836.9994,8.6593,390.7466,613.2885,13.6009,64.4121,2.5594,0
5.7793,182.2428,12736.5697,7.716,357.1311,510.3734,16.5993,58.9757,3.3198,0
8.0056,165.8585,3176.5993,6.3357,,352.5627,17.7415,67.0538,3.5078,1
7.3434,218.2911,25759.1527,9.2776,387.4417,316.8958,12.7833,65.0198,4.6615,1
7.1119,228.7857,18290.6058,8.4236,346.1741,411.0957,11.0251,78.2071,3.5126,1
6.7655,189.7707,7217.729,5.8398,278.7656,585.2729,10.0027,69.5615,3.2597,1
3.879,183.7129,30282.8166,7.994,,414.0086,18.5543,89.7411,4.3975,0
6.602,215.7286,24504.308,7.4711,362.7036,504.5137,11.5879,57.4266,4.2157,1
4.4706,190.9116,16942.8616,7.7689,344.8889,473.8668,17.5586,73.0849,4.0759,0
8.3075,260.9733,18690.4393,8.2965,347.675,602.756,13.2107,79.1904,4.0981,0
7.0671,108.1346,27240.7942,6.6443,314.4892,429.8285,15.4045,67.6843,3.489,1
,118.0577,26930.1464,6.3581,,415.9721,13.151,70.9746,5.158,1
,158.6769,14350.8751,5.4376,362.4563,378.414,14.9089,90.3337,3.0973,1
7.5545,210.4867,30422.8214,7.6406,,455.9738,11.2582,73.7729,5.0148,1
7.4217,220.4399,20634.1195,7.0429,367.6911,467.2649,10.5859,66.7303,2.9566,1
7.5914,179.3677,13458.4858,4.4347,319.7885,444.6176,18.6866,77.8266,4.4335,0
6.214,195.4742,21217.1465,7.2257,316.1081,486.0591,16.0342,48.3778,3.3755,1
5.1169,185.4213,22655.8344,7.7833,294.7689,452.8928,9.5547,65.9744,3.3697,0
7.5819,211.0521,32658.0089,7.4364,315.2425,396.2647,12.3823,55.0872,3.4251,1
9.2061,261.4435,28361.7622,6.7208,340.5091,427.4024,13.9997,78.5324,3.6114,0
8.5669,120.4431,2546.2258,8.3261,338.9166,407.2447,12.4978,59.7528,5.2896,0
6.7651,268.1131,11504.8625,6.2882,343.2482,457.361,16.0534,76.211,3.0567,1
7.9799,229.8455,29328.4324,4.8241,361.3968,439.5893,17.5047,63.4828,3.9233,1
6.4331,184.9846,24782.1856,9.5368,320.069,579.2409,16.5923,73.9202,4.4977,0
7.6452,211.455,13866.4326,4.9029,337.0214,449.7925,9.5481,82.4958,4.0761,1
6.1865,194.4266,17839.368,7.6296,311.1288,357.8892,7.2286,39.3972,2.6405,1
7.2865,210.9713,36570.9261,9.9599,371.3916,411.9456,14.3424,85.473,3.3673,0
10.0238,210.9364,1421.0811,6.4326,,300.8587,15.2256,48.194,4.9973,0
8.2155,220.9013,33323.5479,9.094,358.9183,414.8714,15.3962,69.7597,2.5175,0
9.2829,162.3402,31801.6434,6.8407,403.1048,462.099,13.389,79.6584,3.1664,0
5.943,215.4521,17049.6012,6.7752,314.6371,391.7912,11.2836,76.7702,3.3154,1
6.0714,173.7341,19938.5179,4.4191,308.1718,536.2656,12.7227,104.9177,5.0717,0
,185.6062,25550.8967,8.225,333.8901,443.1596,12.3457,56.3262,4.2277,1
7.8984,221.5457,23052.6844,6.1921,431.5437,372.9861,17.2562,69.8577,4.2176,0
6.7734,180.8963,26064.1188,8.3845,361.2298,496.7561,14.2827,62.9875,3.937,1
8.5696,205.4066,32874.8619,5.8133,357.9471,486.6134,15.1025,44.4554,3.0561,0
6.2707,206.1537,16750.993,7.3929,339.3291,418.9804,13.0951,72.3702,4.571,1
9.0794,198.8851,22324.8587,7.4293,,462.815,17.0607,33.1332,4.0838,0
8.5035,155.4163,26372.8819,9.2908,,359.4433,18.1586,77.6686,3.3503,0
5.4398,211.6191,18511.6184,8.4965,389.1124,519.5939,12.4643,51.1667,4.7019,0
7.937,201.6372,22049.4545,5.3697,370.4821,304.1759,11.966,83.1817,3.4906,1
6.7507,269.052,35184.2141,8.6683,400.3141,405.3522,13.734,48.2508,2.8884,1
8.5776,161.4388,4316.39,7.0063,269.5753,334.3238,14.6483,72.542,4.3075,0
,230.4784,24852.3387,6.1122,,423.728,16.837,78.8286,3.5953,1
7.5373,181.893,17604.2522,6.4688,,288.9084,13.6207,99.2943,3.4826,1
7.8822,185.8673,12306.101,8.706,283.0588,446.4491,13.9685,66.6386,4.4869,1
3.0318,252.1716,20313.289,4.6747,,427.2559,21.1591,35.7936,3.1321,0
4.316,191.4736,25615.781,6.4145,379.5203,324.8316,19.0653,88.8611,3.4158,0
7.268,222.2827,29576.5572,5.4636,,456.0451,24.103,96.1203,4.9943,0
,200.1826,15632.6073,7.2006,,291.3604,12.1253,49.7191,4.9746,1
8.5731,166.2396,28052.4471,6.7372,,384.1234,15.0749,80.7156,5.5606,0
7.4122,188.8108,35137.3097,5.3383,390.952,430.3661,13.2622,61.9554,5.0883,1
5.2118,181.6178,23963.9558,6.7803,317.166,397.9903,14.1142,46.5544,3.3325,0
7.5626,188.6602,28700.7071,6.8453,,476.428,9.925,81.7798,3.6118,1
,257.454,26484.5735,6.5974,,318.5975,9.454,77.8279,4.0364,1
6.7425,211.4711,28196.9824,7.3087,,295.7808,14.1167,93.7678,4.8767,1
6.3317,139.0268,14034.9925,8.9733,350.8414,539.5293,13.3309,62.5073,3.7779,1
,258.0205,33098.0933,7.1242,,314.872,12.7127,50.1034,4.3631,1
4.9899,208.545,26453.6953,7.2203,328.9298,560.7281,14.2989,58.3225,5.7776,0
5.4332,225.6741,38520.9738,8.1206,349.9083,473.7779,10.1479,33.1887,3.8201,0
3.8103,247.6607,29623.4572,6.7731,413.1325,496.3332,11.6216,65.7217,3.4758,0
10.2316,169.1194,14744.5024,6.7805,309.147,415.501,15.2863,59.4038,3.6961,0
5.6116,207.1821,32723.5247,6.1905,381.6751,352.8749,14.7995,75.0825,3.4616,0
,191.5111,34562.7845,6.0866,354.203,421.1754,12.4009,84.166,4.4445,0
5.3823,184.7592,31784.0067,5.9834,358.2739,430.1989,25.5437,77.4592,2.4898,0
6.1327,186.2986,19887.3521,7.3761,370.126,382.6907,20.3348,78.1511,5.0477,0
6.4353,199.7191,18863.557,3.4133,378.3657,333.8361,15.3432,85.5727,3.2939,1
7.9833,234.782,34378.0449,6.3564,334.8721,472.4158,11.3486,104.762,4.4061,1
7.3386,221.9582,15703.9236,7.3744,329.0594,373.0762,8.2865,,3.9741,1
7.5625,205.9145,30211.3456,8.6833,315.3344,486.9728,11.729,48.8712,4.3054,1
6.2111,236.015,23704.5497,9.3659,,457.324,16.2447,61.7134,3.3426,0
6.9723,120.1584,16732.9504,4.6808,390.5961,546.3906,11.2745,71.3137,5.3614,0
8.8697,197.6884,19256.8112,6.0275,387.1972,501.0978,17.5072,53.836,4.4281,0
7.0463,208.2245,17824.7801,6.8905,358.3495,244.5093,14.7426,,4.2703,1
7.5293,206.8752,26985.5085,4.3414,345.0194,458.4961,13.7877,42.4967,3.5563,1
4.0961,243.2076,16690.0089,5.949,316.612,435.8135,13.1177,73.6467,4.415,0
7.8392,202.2687,21797.1476,7.2708,360.5262,623.7646,14.2398,70.2501,4.3731,1
7.459,241.8153,20442.1347,6.6571,327.0953,410.4663,8.523,57.2636,2.6351,1
8.9727,190.8499,25950.867,4.1734,315.1452,404.7826,11.1379,86.3082,3.655,0
3.0334,219.4512,31404.7202,8.1869,311.9038,404.1791,16.2328,34.9027,3.8554,0
,200.2566,9515.3526,5.6402,290.7961,417.1656,12.438,69.6633,4.1658,1
6.8908,188.5363,26166.8048,7.0939,351.9559,374.3961,11.7027,73.6318,4.0517,1
7.192,213.8339,16409.5281,4.4246,338.9981,570.5114,11.1763,86.9331,4.7097,1
,215.6605,20745.1274,6.9295,,458.2831,17.3323,84.4684,5.9505,0
,167.3347,21330.311,8.4082,331.5287,471.987,16.1489,,5.3747,1
,227.9802,36297.2569,8.5166,446.429,530.8487,11.996,,3.9806,1
7.1245,188.203,35802.9373,8.4295,353.7604,320.5761,19.6998,46.5939,4.7739,0
6.6261,200.0835,20406.1736,7.8513,325.4583,556.0177,14.5611,75.4937,4.4687,1
6.7435,108.4113,20398.2489,5.6662,372.4287,403.3165,16.961,,4.1822,1
6.4849,195.9777,35188.4757,4.8671,327.3151,458.462,14.6237,65.7078,4.1415,0
,133.8677,27007.5092,9.2447,387.7772,384.2859,14.947,89.5423,2.8093,1
5.998,225.2298,38969.4402,5.0935,,376.4134,13.1184,54.0672,4.566,0
4.1253,171.1509,16409.1443,5.6299,291.3451,390.6487,11.9533,76.9499,5.2259,0
,182.2914,32556.6609,8.195,,463.6577,12.3289,,4.6219,0
4.4659,191.0064,18206.1659,7.2027,,465.9434,12.9952,83.1895,3.5809,0
6.8727,153.0199,320.0,9.0982,358.0788,445.3673,12.0517,109.4319,4.5728,0
5.1269,197.7066,29161.3675,6.378,318.8245,517.7308,15.5695,108.7343,2.9042,0
6.6224,156.4688,14177.5791,8.7338,315.6141,396.8005,10.1831,89.0755,3.4616,1
5.6231,189.8612,28781.0606,11.5648,328.05,319.6128,14.2133,73.8093,3.8033,0
,225.0224,19863.1716,6.129,353.1199,351.8612,9.9299,67.332,4.1184,1
5.8029,238.9982,33466.732,7.0067,,398.4815,22.2306,67.8501,2.6187,0
5.1316,243.9677,10523.5992,6.214,272.3008,513.305,13.3925,74.2484,5.3481,0
7.4909,189.3178,8727.2052,6.822,,490.6053,13.8857,103.2506,2.4469,1
8.9964,165.2385,35627.837,6.3655,364.8852,497.3954,18.0351,46.102,3.5969,0
7.5428,212.7812,32068.1333,8.233,,476.4888,13.4159,60.8734,5.052,0
7.1929,248.1627,23403.611,8.5268,289.2544,370.602,12.0433,44.515,4.1885,1
5.4838,167.9134,8228.7787,7.4715,328.3824,386.6329,15.0898,63.6001,4.4993,0
,241.4151,29968.0663,8.3868,,266.6082,17.3264,57.4708,4.4633,0
7.6846,192.2426,44042.6206,5.5799,337.1789,437.6123,16.8498,67.6847,5.6781,0
6.0699,109.7768,19255.4623,7.7875,,367.7566,17.474,49.8648,3.3525,1
8.3486,198.9873,18957.3757,6.2124,373.2006,445.4335,14.006,62.7562,3.8492,0
6.965,258.6003,15054.2632,8.7988,317.609,450.0954,17.427,57.3377,3.8463,1
7.5434,220.4292,26383.887,7.692,232.6172,376.1728,12.1498,46.1287,2.6884,1
,231.8819,21719.6078,4.1309,,589.4103,16.7067,68.048,4.9216,0
6.3017,209.9363,8896.1675,7.0963,,401.3503,16.6363,91.4022,5.0357,0
7.3445,141.3036,15985.063,5.0834,379.2411,351.4339,21.2783,41.4406,4.5826,1
,119.0592,30678.9079,6.6409,264.7299,528.4367,11.8076,25.5148,2.6315,1
7.5288,161.6902,12366.4283,8.7038,316.8956,370.608,20.0973,70.9588,4.2966,0
5.5218,184.0281,24491.7765,10.297,279.6337,571.1545,16.8414,60.7898,4.8671,0
5.937,163.4752,31255.4948,7.838,357.7159,491.7339,13.8813,64.3943,3.3732,0
6.9838,170.0717,28858.2013,7.8906,289.8899,323.1222,14.4264,68.3117,4.3329,0
4.2839,222.3542,6561.4425,7.9515,287.3661,410.2762,19.3249,52.3789,4.3995,0
8.5484,244.8177,27271.7539,6.7815,306.225,509.8974,11.8658,53.442,4.281,0
7.4767,140.8666,12398.4346,4.1875,303.1964,476.9446,15.7768,67.2866,4.7326,0
,161.4969,4460.6977,8.4454,,500.5204,21.0876,41.4271,3.701,0
5.9606,193.3567,24765.1472,7.4925,318.1319,483.405,10.2321,51.375,3.6892,0
8.2152,189.9334,7800.8105,7.1533,318.9723,471.4917,11.564,57.1996,3.9273,1
6.6069,118.982,19970.9457,7.6312,338.4563,401.1497,10.6368,72.598,2.7447,1
9.8005,293.5346,32918.5867,7.8707,340.6917,404.8389,15.7165,,4.106,0
7.5849,219.8774,26906.0416,7.3348,340.7035,454.7694,8.2345,62.0218,4.1101,1
4.8145,208.4748,20837.5988,8.7279,,487.9315,20.776,54.4421,3.4311,0
8.0756,133.0782,30190.1599,7.084,319.7861,488.1343,16.0136,73.4215,3.8142,1
6.23,206.3691,22526.9647,8.9236,,366.8585,19.0646,45.4411,3.7589,0
6.2396,157.829,29016.066,6.6348,334.8073,388.6804,14.0867,50.5455,4.0091,1
6.6496,213.4286,31876.8747,6.5617,331.8462,615.7866,13.9704,59.7723,4.1528,1
6.8122,206.3214,13197.1237,5.4889,385.6071,483.1972,10.3992,65.2769,3.4669,1
7.3739,197.984,36487.5562,5.8672,287.9994,404.734,15.3631,63.6823,5.2181,0
,210.8162,20759.8069,3.2596,286.2185,331.5636,14.2184,36.3853,4.2267,0
7.6695,177.3644,22510.4355,5.1897,334.9017,439.8245,15.4532,68.9071,4.2231,1
5.936,202.3814,23579.5304,6.7289,342.7385,462.9272,8.3662,71.7219,3.5712,1
5.0138,117.1769,19480.0423,8.56,,403.9003,11.8742,54.2848,4.0,0
5.8134,220.6975,18050.4643,5.7737,,339.1694,14.8734,88.2424,4.1662,0
7.5283,190.4583,26619.8568,6.5957,351.4217,543.1434,14.074,56.7011,4.5984,1
8.2738,280.277,16580.3273,6.8514,413.6298,406.7257,13.463,66.0183,3.2997,1
9.6431,200.059,26073.9495,7.0458,,457.5713,14.6608,65.1948,5.121,0
5.0172,119.0213,28381.2205,4.0977,304.9998,459.1612,9.4974,71.0451,3.294,0
7.113,247.1834,16874.227,6.293,352.1728,388.696,15.6202,50.568,5.357,1
6.6593,172.3231,19033.934,10.416,302.3817,487.0487,12.096,67.6436,3.3107,1
6.4042,159.2293,26530.6315,8.609,340.9991,375.2588,18.8998,53.5419,3.5315,1
7.1978,195.0531,21622.6705,6.0981,315.7754,374.8413,14.5369,49.7763,3.5083,1
6.6299,239.0031,27406.6875,7.4301,316.2661,575.2066,17.7388,85.4486,4.4204,0
,260.8308,21365.4037,8.6493,300.0877,438.4146,13.8367,43.9554,4.1886,1
6.0431,183.7179,18972.8979,6.8009,336.4131,454.8839,15.3162,59.7729,5.0839,1
7.5755,203.7082,19943.8252,8.0666,350.5504,365.0561,12.9536,39.3796,3.967,1
8.545,204.0098,24611.3324,7.3673,,488.0744,12.7305,54.3794,4.9228,0
9.3947,174.9331,32152.9296,5.8703,342.2559,463.4605,10.7659,51.0414,3.5529,0
6.2205,179.7713,7130.7392,7.2439,331.6465,434.8579,14.0238,89.7328,4.0363,1
5.4438,191.7704,17636.4764,5.3184,347.6602,485.326,17.6139,54.1299,3.1351,0
6.6075,194.4984,18451.4273,7.0293,,461.3378,15.4959,44.376,5.9682,0
5.7655,231.6575,14881.5931,7.6419,,335.337,12.0523,28.2546,4.0143,0
8.5063,132.6383,17706.0643,6.2903,275.8066,420.6641,13.4287,62.1676,3.5648,1
,212.217,32113.3244,7.8686,327.4885,379.0918,13.7985,58.9914,3.7951,0
7.1021,208.8448,30759.9369,7.5023,321.9298,346.7207,9.7539,67.6251,4.0197,1
5.018,241.887,16625.4235,7.2031,376.0906,472.6717,13.3023,55.9793,3.5044,0
6.479,183.675,9239.061,6.4105,,249.4082,12.0006,55.3665,3.4882,1
7.2742,184.057,25496.257,5.8798,391.5913,456.5026,22.6564,52.8862,4.008,1
9.241,199.8482,26063.9264,7.3704,,407.1575,12.7509,30.6011,2.6324,0
5.9744,177.6798,11543.9083,7.3558,372.0726,536.4033,16.726,96.0361,2.8614,0
7.5359,176.6669,23633.6131,8.6539,,494.3093,12.4355,60.5676,4.6305,0
3.9374,174.2539,25593.2516,4.344,365.6152,486.2229,12.6095,69.6963,4.2734,0
5.2171,174.3417,27659.3961,7.5746,398.4763,464.6772,13.9969,76.0193,4.066,0
5.7941,162.3425,17485.4965,6.6672,377.6854,285.4025,13.6976,89.2415,3.1786,1
6.2578,176.1508,26285.2061,6.4419,336.819,386.7781,9.355,64.2597,4.521,1
